"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name" 
"CBVTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","COBRA VENTURE CORP","N","N","Canada","Cobra Venture Corp."
"CBWBF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CANADIAN WSTN BK ALBERTA","N","N","Canada","Canadian Western Bank (Edmonton, AB)"
"CBWP","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","CROWNBUTTE WIND POWER INC","N","N","USA","Crownbutte Wind Power, Inc."
"CBWYY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","CABLE & WIRELESS UNSP/ADR","N","N","United Kingdom","Cable & Wireless Communications PLC"
"CBYAA","OTC Link","12/11/2013","OTCQB","N","Common Stock","","COMMUNITY BK OF THE BAY A","N","N","USA","Community Bank of the Bay (Oakland, CA)"
"CBYDF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CORBY SPIRIT AND WINE LTD","N","N","Canada","Corby Spirit and Wine Ltd."
"CBYG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CATCH BY GENE INC","N","N","Korea","Catch By Gene, Inc."
"CBYI","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","CAL-BAY INTL INC","N","N","USA","Cal-Bay International, Inc."
"CBZFF","Grey Market","12/11/2013","Grey Market","Y","Ordinary Shares","","CARBIZ INC","N","N","USA","Carbiz Inc."
"CCAA","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CALA CORP","N","N","USA","Cala Corp."
"CCAJ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","COASTAL CAPITAL ACQSTN CP","N","N","USA","Coastal Capital Acquisition Corp."
"CCAMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CAISSE REGIONL CR FRANCE","N","N","","Caisse Regionale De Credit Agricole Mutuel Du Nord De France"
"CCAOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CIA CELULOSA ARGENTINA SH","N","N","","Cia Celulosa Argentina SA"
"CCARF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","COLONIAL COAL INTL ORD","N","N","Canada","Colonial Coal International Corp"
"CCASF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","B","CARLOS CASADO SA B","N","N","","Carlos Casado S.A."
"CCASY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","CARLOS CASADO SA S/ADR B","N","N","","Carlos Casado S.A."
"CCAXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CARACAL ENERGY INC","N","N","","Caracal Energy Inc"
"CCBC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CHINO COMML BANCORP (CA)","N","N","USA","Chino Commercial Bancorp"
"CCBD","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","COMMUTY CENTRAL BANK CORP","N","N","USA","Community Central Bank Corp."
"CCBK","OTC Link","12/11/2013","OTCQB","N","Common Stock","","COLUMBUS COMMUNITY BANK","N","N","USA","Columbus Community Bank"
"CCCC","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","CACHE CAPITAL CORP","N","N","USA","Cache Capital Corp."
"CCCGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CHINA COMMUNS CONSTR GRP","N","N","China","China Communications Constructions Group Ltd."
"CCCGY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","CHINA COMS CONST UNSP/ADR","N","N","China","China Communications Constructions Group Ltd."
"CCCI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","CHINA CABLE & COMMUNS INC","N","N","","China Cable & Communication, Inc."
"CCCOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CARRUS CAPITAL CORP NEW","N","N","","Carrus Capital Corporation"
"CCCTY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","CCC S A ADR","N","N","","CCC S.A."
"CCCXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","COBALT COAL LTD ORD","N","N","Canada","Cobalt Coal Ltd."
"CCDBF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","B","CCL INDUS INC B CDA","N","N","Canada","CCL Industries Inc."
"CCDM","Grey Market","12/11/2013","Grey Market","N","Common Stock","","CHINA CENTURY DRAGON MDA","N","N","","China Century Dragon Media, Inc."
"CCEDF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CASCADERO COPPER CORP","N","N","Canada","Cascadero Copper Corp."
"CCEGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CARCLO ENGR PLC ORD","N","N","","Carclo Engineering Plc"
"CCEL","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CRYO-CELL INTL INC","N","N","USA","CRYO-CELL International, Inc."
"CCFC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CCSB FINANCIAL CORP","N","N","USA","CCSB Financial Corp."
"CCFH","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CCF HOLDING CO","N","N","USA","CCF Holding Co."
"CCFN","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CCFNB BANCORP INC","N","N","USA","CCFNB Bancorp, Inc."
"CCGC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CCC GLOBALCOM CORP","N","N","USA","CCC Globalcom Corp."
"CCGGY","OTC Link","12/11/2013","OTCQX International Premier","N","American Depository Receipts","","C&C GROUP PLC S/ADR","N","N","Ireland","C&C Group Plc"
"CCGI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CAR CHARGING GROUP INC","N","N","USA","Car Charging Group, Inc."
"CCGLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CHINA SHANSHUI CEMENT GP","N","N","China","China Shanshui Cement Group Ltd."
"CCGM","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHINA CGAME INC","N","N","China","China CGame, Inc."
"CCGN","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CONSUMER CAPITAL GRP INC","N","N","USA","Consumer Capital Group Inc."
"CCGPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CORAC GROUP PLC","N","N","United Kingdom","Corac Group Plc."
"CCGY","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHINA CLEAN ENERGY INC","N","N","China","China Clean Energy, Inc."
"CCHBF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","COCA COLA HBC LTD ORD","N","N","Greece","COCA COLA HBC LTD"
"CCHI","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CAMBRIDGE CAP HLDGS INC","N","N","USA","Cambridge Capital Holdings, Inc."
"CCHJW","OTC Link/BB","12/11/2013","OTCQB","N","Warrants","","CHARTER COMMUNS 14WTS CCH","N","N","USA","Charter Communications, Inc."
"CCHMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CHINA.COM INC ORD","N","N","China","China.com, Inc."
"CCHXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CONJUCHEM BIOTECHS INC","N","N","Canada","ConjuChem Biotechnologies Inc."
"CCHZ","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","CAREER COLLEGE HLDG CO","N","N","USA","Career College Holding Co., Inc ."
"CCIG","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","CCI GROUP INC","N","N","","CCI Group, Inc."
"CCJMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MELIOR RESOURCES INC ORD","N","N","Canada","Melior Resources, Inc."
"CCKLL","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","OJSC CONCERN KALNA UN/GDR","N","N","Russia","OJSC Concern Kalina"
"CCKRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CLICKS GROUP LTD ORD","N","N","South Africa","Clicks Group Ltd"
"CCLAF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","COCA-COLA AMATIL LTD ORD","N","N","Australia","Coca-Cola Amatil Ltd."
"CCLAY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","COCA-COLA AMATIL S/ADR","N","N","Australia","Coca-Cola Amatil Ltd."
"CCLFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","DIGITAL PERFORMANCE GRP","N","N","Australia","Digital Performance Group, Ltd."
"CCLHY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","C C LAND HLDGS UNSP/ADR","N","N","","C C Land Holdings Ltd"
"CCMI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","COMPLETE CARE MEDICAL INC","N","N","USA","Complete Care Medical, Inc."
"CCMMW","OTC Link/BB","12/11/2013","OTCQB","N","Warrants","","CHARTER COMMUNS 14WTS CIH","N","N","USA","Charter Communications, Inc."
"CCMN","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CALLAHAN CONSOL MINES","N","N","USA","Callahan Consolidated Mines, Inc."
"CCMO","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CC MEDIA HLDGS INC A","N","N","USA","CC Media Holdings, Inc."
"CCMS","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHAMPION COMMUN SVCS INC","N","N","USA","Champion Communication Services Inc."
"CCMTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CABLETEL COMMUNS CORP","N","N","Canada","Cabletel Communications Corp."
"CCNCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CONCORDIA RESOURCE CORP","N","N","Canada","Concordia Resource Corp"
"CCNI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","COMMAND CENTER INC","N","N","USA","Command Center, Inc."
"CCNMF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CALLINAN ROYALTIES CORP","N","N","Canada","Callinan Royalties Corporation"
"CCNTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CONCENTRIC AB ORD","N","N","","Concentric AB"
"CCOEF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CAPCOM CO LTD","N","N","Japan","Capcom Co. Ltd"
"CCOEY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","CAPCOM CO LTD UNSP/ADR","N","N","Japan","Capcom Co. Ltd"
"CCOHF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CHINA ST CONSTR INTL HLDG","N","N","Hong Kong","China State Construction International Holdings, Ltd."
"CCOHY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","CHINA ST C/I UNSP/ADR","N","N","Hong Kong","China State Construction International Holdings, Ltd."
"CCOJF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","COCA COLA WEST CO ORD","N","N","Japan","Coca Cola West Co., Ltd."
"CCOJY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","COCA COLA WEST UNSP/ADR","N","N","Japan","Coca Cola West Co., Ltd."
"CCOM","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CCOM GROUP INC","N","N","USA","CCOM Group, Inc."
"CCOMP","OTC Link","12/11/2013","OTCQB","N","Preferred Stock","","CCOM GROUP INC CONV PFD","N","N","USA","CCOM Group, Inc."
"CCON","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","COCONNECT INC","N","N","USA","CoConnect, Inc."
"CCOOY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","CERAMICA CARABO S/ADR","N","N","Venezuela","Ceramica Carabobo S.A. C.A."
"CCOP","OTC Link","12/11/2013","OTCQB","N","Common Stock","","COMPETITIVE COS INC","N","N","USA","Competitive Companies, Inc."
"CCORF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CANACCORD GENUITY GRP INC","N","N","Canada","Canaccord Genuity Group, Inc."
"CCOXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CADENTE COPPER CORP","N","N","Canada","Cadente Copper Corp"
"CCOZF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CHINA COAL ENGY CO H SHS","N","N","China","China Coal Energy Co., Ltd."
"CCOZY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","CHINA COAL ENGY CO ADR","N","N","China","China Coal Energy Co., Ltd."
"CCPEL","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","CYRELA COML PPTY GDR 144A","N","N","Brazil","Cyrela Commercial Properties S.A."
"CCPGQ","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","CROWN CITY PLATING CO","N","N","USA","Crown City Plating Co."
"CCPI","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CROWN CITY PICTURES INC","N","N","USA","Crown City Pictures, Inc."
"CCPR","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","CASEYCORP ENTERPRISES INC","N","N","USA","CaseyCorp Enterprises, Inc."
"CCRE","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CAN-CAL RESOURCES LTD","N","N","USA","Can-Cal Resources Ltd."
"CCRGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","INTU PROPERTIES PLC ORD","N","N","United Kingdom","Intu Properties PLC"
"CCRK","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","COAL CREEK COMPANY","N","N","USA","Coal Creek Co. (The)"
"CCRY","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","CHANCERY RES INC","N","N","Canada","Chancery Resources, Inc."
"CCTC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CLEAN COAL TECHS INC","N","N","USA","Clean Coal Technologies, Inc."
"CCTR","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHINA CRESCENT ENTERP INC","N","N","USA","China Crescent Enterprises, Inc."
"CCTWF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CTCI CORP TWD 10 ORD","N","N","","CTCI Corp"
"CCUDF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CONSTELLATION COPPER CORP","N","N","USA","Constellation Copper Corp."
"CCVAJ","Grey Market","12/11/2013","Grey Market","N","Common Stock","","COUNTRY CLUB OF VIRGINIA","N","N","","Country Club of Virginia Inc."
"CCWF","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHURCH & CRAWFORD INC NEW","N","N","Canada","Church & Crawford, Inc."
"CCWFQ","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","BLUESCOUT TECHNS LTD","N","N","USA","Bluescout Technologies Ltd."
"CCXXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CCX CARVAO COLOMBIA SA","N","N","","CCX Carvao Colombia SA"
"CCYG","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CELLCYTE GENETICS CORP","N","N","Australia","CellCyte Genetics Corp."
"CCYPQ","OTC Link","12/11/2013","OTC Pink No Information","N","Structured Product","","CORPORATE BACKED TR7.375A","N","N","USA","Lehman ABS Corp."
"CCYY","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CLARION CNTY CMNTY BK PA","N","N","USA","Clarion County Community Bank (PA)"
"CCZFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CRITICALCONTROL SLTNS CP","N","N","Canada","CriticalControl Solutions Corp."
"CDARF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CANADIAN ARROW MINES","N","N","Canada","Canadian Arrow Mines Ltd."
"CDBH","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHINA DOMESTICA BIO-TECH","N","N","China","China Domestica Bio-technology Holdings, Inc."
"CDBK","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CARDINAL BANKSHARES","N","N","USA","Cardinal Bankshares Corp."
"CDBT","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","CHINA DASHENG BIOTECH CO","N","N","China","China Dasheng Biotechnology Co."
"CDCH","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","CERRO DORADO INC","N","N","USA","Cerro Dorado, Inc."
"CDCO","OTC Link","12/11/2013","OTCQB","N","Common Stock","","COMDISCO HLDG CO INC","N","N","USA","Comdisco Holding Co., Inc."
"CDCOR","OTC Link","12/11/2013","OTCQB","N","Rights","","COMDISCO HLDG CONT VL RTS","N","N","USA","Comdisco Holding Co., Inc."
"CDCTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","GOLDCREST CO LTD","N","N","Japan","GoldCrest Co., Ltd."
"CDCUF","Grey Market","12/11/2013","Grey Market","N","Units","","CONTROLADORA COMML UTS","N","N","USA","Controladora Comercial Mexicana S.A."
"CDCZF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","COPPER DEV CORP ORD","N","N","Isle of Man","Copper Development Corp."
"CDDJ","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","CREDIT DEPOT CORP","N","N","","Credit Depot Corp."
"CDDRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CORRIDOR RESOURCES INC","N","N","Canada","Corridor Resources Inc."
"CDEFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CREDITO EMILIANO SPA AZ","N","N","USA","Credito Emiliano Spa"
"CDEVF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CITY DEVELOPMENTS LTD ORD","N","N","Singapore","City Developments, Ltd."
"CDEVY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","CITY DEVELOPMENTS S/ADR","N","N","Singapore","City Developments, Ltd."
"CDEX","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CDEX INC A","N","N","USA","CDEX Inc."
"CDFRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CONSOLIDATED INFRAS ORD","N","N","","Consolidated Infrastructure Group Limited"
"CDFT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","CITADEL EFT INC","N","N","USA","Citadel EFT, Inc."
"CDFZF","Grey Market","12/11/2013","Grey Market","N","Fund","","CANADIAN CONVERTIBLE DEBT","N","N","","Canadian Convertible Debenture Fund"
"CDGD","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","CAMBRIDGE HOLDINGS LTD","N","N","USA","Cambridge Holdings, Ltd."
"CDGF","OTC Link","12/11/2013","OTCQX U.S.","N","Common Stock","","CONSOL GOLDFIELDS CORP","N","N","USA","Consolidated Goldfields Corp."
"CDGLF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","COMFORTDELGRO CORP LTD","N","N","Singapore","Comfortdelgro Corp., Ltd."
"CDGLY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","COMFORTDELGRO UNSP/ADR","N","N","Singapore","Comfortdelgro Corp., Ltd."
"CDGXF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","CHINA DONGXIANG GRP ORD","N","N","China","China Dongxiang Group Co., Ltd."
"CDGXY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","CHINA DONGXIANG  UNSP/ADR","N","N","China","China Dongxiang Group Co., Ltd."
"CDHPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","HNZ GROUP INC","N","N","Canada","HNZ Group, Inc."
"CDHSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","CDL HOSPITALITY TR STPLD","N","N","","CDL Hospitality Trust"
"CDHSY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","CDL HOSPITALITY UNSP/ADR","N","N","","CDL Hospitality Trust"
